date,publish_date,cnn_fear_greed,cnn_fear_greed_pctl,is_proxy
2011-01-03,2011-01-03,68.0,,True
2011-01-04,2011-01-04,68.0,,True
2011-01-05,2011-01-05,67.0,,True
2011-01-06,2011-01-06,64.0,,True
2011-01-07,2011-01-07,63.0,,True
2011-01-10,2011-01-10,58.0,,True
2011-01-11,2011-01-11,58.0,,True
2011-01-12,2011-01-12,58.0,,True
2011-01-13,2011-01-13,58.0,,True
2011-01-14,2011-01-14,60.0,,True
2011-01-18,2011-01-18,56.0,,True
2011-01-19,2011-01-19,55.0,,True
2011-01-20,2011-01-20,54.0,,True
2011-01-21,2011-01-21,47.0,,True
2011-01-24,2011-01-24,45.0,,True
2011-01-25,2011-01-25,43.0,,True
2011-01-26,2011-01-26,43.0,,True
2011-01-27,2011-01-27,43.0,,True
2011-01-28,2011-01-28,43.0,,True
2011-01-31,2011-01-31,41.0,,True
2011-02-01,2011-02-01,41.0,,True
2011-02-02,2011-02-02,46.0,,True
2011-02-03,2011-02-03,47.0,,True
2011-02-04,2011-02-04,49.0,,True
2011-02-07,2011-02-07,56.0,,True
2011-02-08,2011-02-08,56.0,,True
2011-02-09,2011-02-09,56.0,,True
2011-02-10,2011-02-10,56.0,,True
2011-02-11,2011-02-11,56.0,,True
2011-02-14,2011-02-14,61.0,,True
2011-02-15,2011-02-15,61.0,,True
2011-02-16,2011-02-16,61.0,,True
2011-02-17,2011-02-17,61.0,,True
2011-02-18,2011-02-18,56.0,,True
2011-02-22,2011-02-22,42.0,,True
2011-02-23,2011-02-23,42.0,,True
2011-02-24,2011-02-24,42.0,,True
2011-02-25,2011-02-25,42.0,,True
2011-02-28,2011-02-28,43.0,,True
2011-03-01,2011-03-01,43.0,,True
2011-03-02,2011-03-02,42.0,,True
2011-03-03,2011-03-03,41.0,,True
2011-03-04,2011-03-04,39.0,,True
2011-03-07,2011-03-07,35.0,,True
2011-03-08,2011-03-08,27.0,,True
2011-03-09,2011-03-09,26.0,,True
2011-03-10,2011-03-10,26.0,,True
2011-03-11,2011-03-11,26.0,,True
2011-03-14,2011-03-14,13.0,,True
2011-03-15,2011-03-15,13.0,,True
2011-03-16,2011-03-16,11.0,,True
2011-03-17,2011-03-17,9.0,,True
2011-03-18,2011-03-18,9.0,,True
2011-03-21,2011-03-21,14.0,,True
2011-03-22,2011-03-22,15.0,,True
2011-03-23,2011-03-23,16.0,,True
2011-03-24,2011-03-24,16.0,,True
2011-03-25,2011-03-25,19.0,,True
2011-03-28,2011-03-28,23.0,,True
2011-03-29,2011-03-29,23.0,20.0,True
2011-03-30,2011-03-30,24.0,21.31,True
2011-03-31,2011-03-31,24.0,22.58,True
2011-04-01,2011-04-01,27.0,30.16,True
2011-04-04,2011-04-04,31.0,31.25,True
2011-04-05,2011-04-05,35.0,33.85,True
2011-04-06,2011-04-06,37.0,34.85,True
2011-04-07,2011-04-07,37.0,35.82,True
2011-04-08,2011-04-08,37.0,36.76,True
2011-04-11,2011-04-11,34.0,30.43,True
2011-04-12,2011-04-12,33.0,30.0,True
2011-04-13,2011-04-13,33.0,30.99,True
2011-04-14,2011-04-14,30.0,27.78,True
2011-04-15,2011-04-15,28.0,27.4,True
2011-04-18,2011-04-18,24.0,20.27,True
2011-04-19,2011-04-19,24.0,21.33,True
2011-04-20,2011-04-20,25.0,22.37,True
2011-04-21,2011-04-21,30.0,32.47,True
2011-04-25,2011-04-25,35.0,41.03,True
2011-04-26,2011-04-26,36.0,41.77,True
2011-04-27,2011-04-27,37.0,46.25,True
2011-04-28,2011-04-28,37.0,46.91,True
2011-04-29,2011-04-29,41.0,52.44,True
2011-05-02,2011-05-02,36.0,40.96,True
2011-05-03,2011-05-03,31.0,32.14,True
2011-05-04,2011-05-04,30.0,30.59,True
2011-05-05,2011-05-05,29.0,27.91,True
2011-05-06,2011-05-06,27.0,26.44,True
2011-05-09,2011-05-09,28.0,28.41,True
2011-05-10,2011-05-10,31.0,35.96,True
2011-05-11,2011-05-11,31.0,36.67,True
2011-05-12,2011-05-12,32.0,37.36,True
2011-05-13,2011-05-13,32.0,38.04,True
2011-05-16,2011-05-16,27.0,25.81,True
2011-05-17,2011-05-17,27.0,26.6,True
2011-05-18,2011-05-18,25.0,18.95,True
2011-05-19,2011-05-19,23.0,13.54,True
2011-05-20,2011-05-20,22.0,11.34,True
2011-05-23,2011-05-23,16.0,10.2,True
2011-05-24,2011-05-24,13.0,6.06,True
2011-05-25,2011-05-25,13.0,7.0,True
2011-05-26,2011-05-26,15.0,9.9,True
2011-05-27,2011-05-27,16.0,13.73,True
2011-05-31,2011-05-31,16.0,14.56,True
2011-06-01,2011-06-01,15.0,10.58,True
2011-06-02,2011-06-02,12.0,3.81,True
2011-06-03,2011-06-03,9.0,2.83,True
2011-06-06,2011-06-06,6.0,0.93,True
2011-06-07,2011-06-07,6.0,1.85,True
2011-06-08,2011-06-08,6.0,2.75,True
2011-06-09,2011-06-09,6.0,3.64,True
2011-06-10,2011-06-10,5.0,0.9,True
2011-06-13,2011-06-13,6.0,5.36,True
2011-06-14,2011-06-14,5.0,1.77,True
2011-06-15,2011-06-15,5.0,2.63,True
2011-06-16,2011-06-16,6.0,7.83,True
2011-06-17,2011-06-17,7.0,8.62,True
2011-06-20,2011-06-20,9.0,11.97,True
2011-06-21,2011-06-21,9.0,12.71,True
2011-06-22,2011-06-22,10.0,13.45,True
2011-06-23,2011-06-23,10.0,14.17,True
2011-06-24,2011-06-24,11.0,15.7,True
2011-06-27,2011-06-27,25.0,36.89,True
2011-06-28,2011-06-28,29.0,46.34,True
2011-06-29,2011-06-29,30.0,49.19,True
2011-06-30,2011-06-30,32.0,54.4,True
2011-07-01,2011-07-01,34.0,57.14,True
2011-07-05,2011-07-05,51.0,81.89,True
2011-07-06,2011-07-06,52.0,82.03,True
2011-07-07,2011-07-07,48.0,79.84,True
2011-07-08,2011-07-08,43.0,76.15,True
2011-07-11,2011-07-11,35.0,58.02,True
2011-07-12,2011-07-12,31.0,50.0,True
2011-07-13,2011-07-13,31.0,50.38,True
2011-07-14,2011-07-14,31.0,50.75,True
2011-07-15,2011-07-15,32.0,53.33,True
2011-07-18,2011-07-18,44.0,77.21,True
2011-07-19,2011-07-19,44.0,77.37,True
2011-07-20,2011-07-20,47.0,80.43,True
2011-07-21,2011-07-21,48.0,81.29,True
2011-07-22,2011-07-22,51.0,82.86,True
2011-07-25,2011-07-25,38.0,62.41,True
2011-07-26,2011-07-26,35.0,57.04,True
2011-07-27,2011-07-27,27.0,37.76,True
2011-07-28,2011-07-28,27.0,38.19,True
2011-07-29,2011-07-29,16.0,23.45,True
2011-08-01,2011-08-01,10.0,12.33,True
2011-08-02,2011-08-02,8.0,7.48,True
2011-08-03,2011-08-03,2.0,0.68,True
2011-08-04,2011-08-04,5.0,3.36,True
2011-08-05,2011-08-05,5.0,4.0,True
2011-08-08,2011-08-08,1.0,0.66,True
2011-08-09,2011-08-09,2.0,1.97,True
2011-08-10,2011-08-10,2.0,2.61,True
2011-08-11,2011-08-11,3.0,3.25,True
2011-08-12,2011-08-12,6.0,10.97,True
2011-08-15,2011-08-15,7.0,12.18,True
2011-08-16,2011-08-16,11.0,19.75,True
2011-08-17,2011-08-17,7.0,12.66,True
2011-08-18,2011-08-18,7.0,13.21,True
2011-08-19,2011-08-19,6.0,11.25,True
2011-08-22,2011-08-22,7.0,14.29,True
2011-08-23,2011-08-23,9.0,18.52,True
2011-08-24,2011-08-24,8.0,15.34,True
2011-08-25,2011-08-25,11.0,23.17,True
2011-08-26,2011-08-26,12.0,24.24,True
2011-08-29,2011-08-29,22.0,34.34,True
2011-08-30,2011-08-30,22.0,34.73,True
2011-08-31,2011-08-31,28.0,48.21,True
2011-09-01,2011-09-01,26.0,42.6,True
2011-09-02,2011-09-02,26.0,42.94,True
2011-09-06,2011-09-06,27.0,47.37,True
2011-09-07,2011-09-07,28.0,49.42,True
2011-09-08,2011-09-08,25.0,39.88,True
2011-09-09,2011-09-09,25.0,40.23,True
2011-09-12,2011-09-12,31.0,57.71,True
2011-09-13,2011-09-13,31.0,57.95,True
2011-09-14,2011-09-14,31.0,58.19,True
2011-09-15,2011-09-15,33.0,61.8,True
2011-09-16,2011-09-16,38.0,70.39,True
2011-09-19,2011-09-19,39.0,71.11,True
2011-09-20,2011-09-20,32.0,59.67,True
2011-09-21,2011-09-21,31.0,57.14,True
2011-09-22,2011-09-22,28.0,48.09,True
2011-09-23,2011-09-23,28.0,48.37,True
2011-09-26,2011-09-26,26.0,41.08,True
2011-09-27,2011-09-27,25.0,38.17,True
2011-09-28,2011-09-28,27.0,45.99,True
2011-09-29,2011-09-29,23.0,32.98,True
2011-09-30,2011-09-30,22.0,31.22,True
2011-10-03,2011-10-03,20.0,29.47,True
2011-10-04,2011-10-04,23.0,34.03,True
2011-10-05,2011-10-05,27.0,47.4,True
2011-10-06,2011-10-06,33.0,63.73,True
2011-10-07,2011-10-07,31.0,59.28,True
2011-10-10,2011-10-10,41.0,75.38,True
2011-10-11,2011-10-11,41.0,75.51,True
2011-10-12,2011-10-12,42.0,78.17,True
2011-10-13,2011-10-13,42.0,78.28,True
2011-10-14,2011-10-14,41.0,74.87,True
2011-10-17,2011-10-17,48.0,86.5,True
2011-10-18,2011-10-18,48.0,86.57,True
2011-10-19,2011-10-19,48.0,86.63,True
2011-10-20,2011-10-20,54.0,89.16,True
2011-10-21,2011-10-21,66.0,98.53,True
2011-10-24,2011-10-24,62.0,97.07,True
2011-10-25,2011-10-25,62.0,97.09,True
2011-10-26,2011-10-26,71.0,100.0,True
2011-10-27,2011-10-27,67.0,98.56,True
2011-10-28,2011-10-28,66.0,97.61,True
2011-10-31,2011-10-31,62.0,95.71,True
2011-11-01,2011-11-01,62.0,95.73,True
2011-11-02,2011-11-02,62.0,95.75,True
2011-11-03,2011-11-03,63.0,96.24,True
2011-11-04,2011-11-04,60.0,91.12,True
2011-11-07,2011-11-07,65.0,96.74,True
2011-11-08,2011-11-08,65.0,96.76,True
2011-11-09,2011-11-09,59.0,89.4,True
2011-11-10,2011-11-10,60.0,90.37,True
2011-11-11,2011-11-11,60.0,90.41,True
2011-11-14,2011-11-14,54.0,82.73,True
2011-11-15,2011-11-15,54.0,82.81,True
2011-11-16,2011-11-16,55.0,83.33,True
2011-11-17,2011-11-17,52.0,80.72,True
2011-11-18,2011-11-18,46.0,75.0,True
2011-11-21,2011-11-21,43.0,72.89,True
2011-11-22,2011-11-22,41.0,66.37,True
2011-11-23,2011-11-23,39.0,63.0,True
2011-11-25,2011-11-25,51.0,80.26,True
2011-11-28,2011-11-28,57.0,86.9,True
2011-11-29,2011-11-29,62.0,94.78,True
2011-11-30,2011-11-30,67.0,98.7,True
2011-12-01,2011-12-01,61.0,91.81,True
2011-12-02,2011-12-02,67.0,98.71,True
2011-12-05,2011-12-05,66.0,97.01,True
2011-12-06,2011-12-06,66.0,97.02,True
2011-12-07,2011-12-07,66.0,97.03,True
2011-12-08,2011-12-08,66.0,97.05,True
2011-12-09,2011-12-09,65.0,94.54,True
2011-12-12,2011-12-12,62.0,92.05,True
2011-12-13,2011-12-13,56.0,82.92,True
2011-12-14,2011-12-14,61.0,89.21,True
2011-12-15,2011-12-15,61.0,89.26,True
2011-12-16,2011-12-16,60.0,86.42,True
2011-12-19,2011-12-19,74.0,100.0,True
2011-12-20,2011-12-20,74.0,100.0,True
2011-12-21,2011-12-21,74.0,100.0,True
2011-12-22,2011-12-22,78.0,100.0,True
2011-12-23,2011-12-23,77.0,99.6,True
2011-12-27,2011-12-27,75.0,99.2,True
2011-12-28,2011-12-28,75.0,99.2,True
2011-12-29,2011-12-29,75.0,99.2,True
2011-12-30,2011-12-30,75.0,99.21,True
2012-01-03,2012-01-03,77.0,99.6,True
2012-01-04,2012-01-04,77.0,99.6,True
2012-01-05,2012-01-05,78.0,100.0,True
2012-01-06,2012-01-06,78.0,100.0,True
2012-01-09,2012-01-09,81.0,100.0,True
2012-01-10,2012-01-10,82.0,100.0,True
2012-01-11,2012-01-11,83.0,100.0,True
2012-01-12,2012-01-12,83.0,100.0,True
2012-01-13,2012-01-13,83.0,100.0,True
2012-01-17,2012-01-17,88.0,100.0,True
2012-01-18,2012-01-18,90.0,100.0,True
2012-01-19,2012-01-19,89.0,99.6,True
2012-01-20,2012-01-20,88.0,99.21,True
2012-01-23,2012-01-23,87.0,98.41,True
2012-01-24,2012-01-24,87.0,98.41,True
2012-01-25,2012-01-25,84.0,97.62,True
2012-01-26,2012-01-26,82.0,96.03,True
2012-01-27,2012-01-27,82.0,96.03,True
2012-01-30,2012-01-30,82.0,96.03,True
2012-01-31,2012-01-31,85.0,97.62,True
2012-02-01,2012-02-01,87.0,98.41,True
2012-02-02,2012-02-02,88.0,99.21,True
2012-02-03,2012-02-03,88.0,99.21,True
2012-02-06,2012-02-06,88.0,99.21,True
2012-02-07,2012-02-07,86.0,96.03,True
2012-02-08,2012-02-08,86.0,96.03,True
2012-02-09,2012-02-09,85.0,95.24,True
2012-02-10,2012-02-10,83.0,94.05,True
2012-02-13,2012-02-13,83.0,94.05,True
2012-02-14,2012-02-14,81.0,90.48,True
2012-02-15,2012-02-15,82.0,92.06,True
2012-02-16,2012-02-16,81.0,90.08,True
2012-02-17,2012-02-17,80.0,88.89,True
2012-02-21,2012-02-21,79.0,88.49,True
2012-02-22,2012-02-22,78.0,88.1,True
2012-02-23,2012-02-23,79.0,88.49,True
2012-02-24,2012-02-24,79.0,88.49,True
2012-02-27,2012-02-27,75.0,84.52,True
2012-02-28,2012-02-28,75.0,84.52,True
2012-02-29,2012-02-29,72.0,80.95,True
2012-03-01,2012-03-01,70.0,80.16,True
2012-03-02,2012-03-02,68.0,79.76,True
2012-03-05,2012-03-05,66.0,78.17,True
2012-03-06,2012-03-06,63.0,74.21,True
2012-03-07,2012-03-07,62.0,73.41,True
2012-03-08,2012-03-08,63.0,74.21,True
2012-03-09,2012-03-09,70.0,80.16,True
2012-03-12,2012-03-12,74.0,82.14,True
2012-03-13,2012-03-13,79.0,88.49,True
2012-03-14,2012-03-14,79.0,88.49,True
2012-03-15,2012-03-15,79.0,88.49,True
2012-03-16,2012-03-16,77.0,84.52,True
2012-03-19,2012-03-19,73.0,78.97,True
2012-03-20,2012-03-20,73.0,78.97,True
2012-03-21,2012-03-21,71.0,77.78,True
2012-03-22,2012-03-22,66.0,74.6,True
2012-03-23,2012-03-23,71.0,77.78,True
2012-03-26,2012-03-26,66.0,74.21,True
2012-03-27,2012-03-27,66.0,74.21,True
2012-03-28,2012-03-28,62.0,67.86,True
2012-03-29,2012-03-29,62.0,67.86,True
2012-03-30,2012-03-30,63.0,69.05,True
2012-04-02,2012-04-02,63.0,69.05,True
2012-04-03,2012-04-03,61.0,63.1,True
2012-04-04,2012-04-04,63.0,69.05,True
2012-04-05,2012-04-05,55.0,58.33,True
2012-04-09,2012-04-09,46.0,51.98,True
2012-04-10,2012-04-10,39.0,46.83,True
2012-04-11,2012-04-11,39.0,46.83,True
2012-04-12,2012-04-12,38.0,45.24,True
2012-04-13,2012-04-13,38.0,45.24,True
2012-04-16,2012-04-16,37.0,43.65,True
2012-04-17,2012-04-17,37.0,43.65,True
2012-04-18,2012-04-18,36.0,42.06,True
2012-04-19,2012-04-19,35.0,40.87,True
2012-04-20,2012-04-20,35.0,40.87,True
2012-04-23,2012-04-23,34.0,38.89,True
2012-04-24,2012-04-24,34.0,39.29,True
2012-04-25,2012-04-25,38.0,45.24,True
2012-04-26,2012-04-26,40.0,46.83,True
2012-04-27,2012-04-27,41.0,48.81,True
2012-04-30,2012-04-30,43.0,50.4,True
2012-05-01,2012-05-01,42.0,49.21,True
2012-05-02,2012-05-02,42.0,49.21,True
2012-05-03,2012-05-03,41.0,47.62,True
2012-05-04,2012-05-04,41.0,47.62,True
2012-05-07,2012-05-07,38.0,42.86,True
2012-05-08,2012-05-08,32.0,35.71,True
2012-05-09,2012-05-09,32.0,35.71,True
2012-05-10,2012-05-10,32.0,35.71,True
2012-05-11,2012-05-11,25.0,23.41,True
2012-05-14,2012-05-14,23.0,21.43,True
2012-05-15,2012-05-15,20.0,18.65,True
2012-05-16,2012-05-16,14.0,15.87,True
2012-05-17,2012-05-17,12.0,15.08,True
2012-05-18,2012-05-18,12.0,15.48,True
2012-05-21,2012-05-21,16.0,19.44,True
2012-05-22,2012-05-22,15.0,17.86,True
2012-05-23,2012-05-23,15.0,17.86,True
2012-05-24,2012-05-24,14.0,16.27,True
2012-05-25,2012-05-25,13.0,15.87,True
2012-05-29,2012-05-29,14.0,17.06,True
2012-05-30,2012-05-30,12.0,15.87,True
2012-05-31,2012-05-31,10.0,13.1,True
2012-06-01,2012-06-01,10.0,13.49,True
2012-06-04,2012-06-04,14.0,17.86,True
2012-06-05,2012-06-05,14.0,17.86,True
2012-06-06,2012-06-06,15.0,18.65,True
2012-06-07,2012-06-07,16.0,19.44,True
2012-06-08,2012-06-08,19.0,19.44,True
2012-06-11,2012-06-11,20.0,20.24,True
2012-06-12,2012-06-12,22.0,21.43,True
2012-06-13,2012-06-13,19.0,18.65,True
2012-06-14,2012-06-14,27.0,27.78,True
2012-06-15,2012-06-15,35.0,39.29,True
2012-06-18,2012-06-18,36.0,39.68,True
2012-06-19,2012-06-19,36.0,39.68,True
2012-06-20,2012-06-20,36.0,39.68,True
2012-06-21,2012-06-21,33.0,34.92,True
2012-06-22,2012-06-22,33.0,34.92,True
2012-06-25,2012-06-25,39.0,44.44,True
2012-06-26,2012-06-26,41.0,47.62,True
2012-06-27,2012-06-27,41.0,47.62,True
2012-06-28,2012-06-28,48.0,54.37,True
2012-06-29,2012-06-29,53.0,56.35,True
2012-07-02,2012-07-02,56.0,58.73,True
2012-07-03,2012-07-03,59.0,59.52,True
2012-07-05,2012-07-05,55.0,57.54,True
2012-07-06,2012-07-06,51.0,54.37,True
2012-07-09,2012-07-09,46.0,50.79,True
2012-07-10,2012-07-10,48.0,53.17,True
2012-07-11,2012-07-11,44.0,49.21,True
2012-07-12,2012-07-12,44.0,49.21,True
2012-07-13,2012-07-13,45.0,49.21,True
2012-07-16,2012-07-16,48.0,53.17,True
2012-07-17,2012-07-17,52.0,54.76,True
2012-07-18,2012-07-18,52.0,54.76,True
2012-07-19,2012-07-19,51.0,53.57,True
2012-07-20,2012-07-20,51.0,53.57,True
2012-07-23,2012-07-23,47.0,49.6,True
2012-07-24,2012-07-24,41.0,44.44,True
2012-07-25,2012-07-25,51.0,53.57,True
2012-07-26,2012-07-26,55.0,57.54,True
2012-07-27,2012-07-27,61.0,62.7,True
2012-07-30,2012-07-30,57.0,58.33,True
2012-07-31,2012-07-31,55.0,56.75,True
2012-08-01,2012-08-01,55.0,56.75,True
2012-08-02,2012-08-02,49.0,49.6,True
2012-08-03,2012-08-03,63.0,69.05,True
2012-08-06,2012-08-06,71.0,77.78,True
2012-08-07,2012-08-07,70.0,76.19,True
2012-08-08,2012-08-08,73.0,78.97,True
2012-08-09,2012-08-09,75.0,82.94,True
2012-08-10,2012-08-10,70.0,75.4,True
2012-08-13,2012-08-13,75.0,82.94,True
2012-08-14,2012-08-14,74.0,79.76,True
2012-08-15,2012-08-15,72.0,76.59,True
2012-08-16,2012-08-16,78.0,86.11,True
2012-08-17,2012-08-17,79.0,88.49,True
2012-08-20,2012-08-20,75.0,82.14,True
2012-08-21,2012-08-21,74.0,78.57,True
2012-08-22,2012-08-22,74.0,78.57,True
2012-08-23,2012-08-23,72.0,74.6,True
2012-08-24,2012-08-24,70.0,71.83,True
2012-08-27,2012-08-27,68.0,69.84,True
2012-08-28,2012-08-28,68.0,69.84,True
2012-08-29,2012-08-29,63.0,62.3,True
2012-08-30,2012-08-30,63.0,62.3,True
2012-08-31,2012-08-31,59.0,51.19,True
2012-09-04,2012-09-04,71.0,73.41,True
2012-09-05,2012-09-05,74.0,78.57,True
2012-09-06,2012-09-06,76.0,82.14,True
2012-09-07,2012-09-07,83.0,94.05,True
2012-09-10,2012-09-10,78.0,85.32,True
2012-09-11,2012-09-11,86.0,96.03,True
2012-09-12,2012-09-12,84.0,94.05,True
2012-09-13,2012-09-13,91.0,100.0,True
2012-09-14,2012-09-14,93.0,100.0,True
2012-09-17,2012-09-17,92.0,99.6,True
2012-09-18,2012-09-18,92.0,99.6,True
2012-09-19,2012-09-19,92.0,99.6,True
2012-09-20,2012-09-20,93.0,100.0,True
2012-09-21,2012-09-21,93.0,100.0,True
2012-09-24,2012-09-24,81.0,86.11,True
2012-09-25,2012-09-25,81.0,86.11,True
2012-09-26,2012-09-26,70.0,65.48,True
2012-09-27,2012-09-27,76.0,76.98,True
2012-09-28,2012-09-28,71.0,67.06,True
2012-10-01,2012-10-01,72.0,68.25,True
2012-10-02,2012-10-02,75.0,76.19,True
2012-10-03,2012-10-03,76.0,76.98,True
2012-10-04,2012-10-04,77.0,78.57,True
2012-10-05,2012-10-05,78.0,80.95,True
2012-10-08,2012-10-08,72.0,66.67,True
2012-10-09,2012-10-09,66.0,57.54,True
2012-10-10,2012-10-10,59.0,40.87,True
2012-10-11,2012-10-11,56.0,38.49,True
2012-10-12,2012-10-12,56.0,38.49,True
2012-10-15,2012-10-15,54.0,34.52,True
2012-10-16,2012-10-16,63.0,51.98,True
2012-10-17,2012-10-17,61.0,44.05,True
2012-10-18,2012-10-18,53.0,32.14,True
2012-10-19,2012-10-19,56.0,37.7,True
2012-10-22,2012-10-22,56.0,38.1,True
2012-10-23,2012-10-23,42.0,23.41,True
2012-10-24,2012-10-24,45.0,25.79,True
2012-10-25,2012-10-25,41.0,22.62,True
2012-10-26,2012-10-26,40.0,19.84,True
2012-10-31,2012-10-31,45.0,26.98,True
2012-11-01,2012-11-01,50.0,30.56,True
2012-11-02,2012-11-02,50.0,30.95,True
2012-11-05,2012-11-05,46.0,28.57,True
2012-11-06,2012-11-06,47.0,29.37,True
2012-11-07,2012-11-07,45.0,27.38,True
2012-11-08,2012-11-08,40.0,20.24,True
2012-11-09,2012-11-09,39.0,19.44,True
2012-11-12,2012-11-12,35.0,13.89,True
2012-11-13,2012-11-13,37.0,16.67,True
2012-11-14,2012-11-14,31.0,9.92,True
2012-11-15,2012-11-15,28.0,9.92,True
2012-11-16,2012-11-16,28.0,10.32,True
2012-11-19,2012-11-19,38.0,19.84,True
2012-11-20,2012-11-20,42.0,27.78,True
2012-11-21,2012-11-21,39.0,22.22,True
2012-11-23,2012-11-23,47.0,33.33,True
2012-11-26,2012-11-26,47.0,33.33,True
2012-11-27,2012-11-27,49.0,34.92,True
2012-11-28,2012-11-28,49.0,35.32,True
2012-11-29,2012-11-29,52.0,38.89,True
2012-11-30,2012-11-30,50.0,36.51,True
2012-12-03,2012-12-03,45.0,30.56,True
2012-12-04,2012-12-04,45.0,30.95,True
2012-12-05,2012-12-05,45.0,31.35,True
2012-12-06,2012-12-06,45.0,31.75,True
2012-12-07,2012-12-07,51.0,40.08,True
2012-12-10,2012-12-10,55.0,44.84,True
2012-12-11,2012-12-11,55.0,45.24,True
2012-12-12,2012-12-12,58.0,48.41,True
2012-12-13,2012-12-13,60.0,50.4,True
2012-12-14,2012-12-14,57.0,48.02,True
2012-12-17,2012-12-17,64.0,57.14,True
2012-12-18,2012-12-18,67.0,59.13,True
2012-12-19,2012-12-19,64.0,56.75,True
2012-12-20,2012-12-20,59.0,50.0,True
2012-12-21,2012-12-21,56.0,47.62,True
2012-12-24,2012-12-24,51.0,40.48,True
2012-12-26,2012-12-26,58.0,49.6,True
2012-12-27,2012-12-27,58.0,50.0,True
2012-12-28,2012-12-28,66.0,61.11,True
2012-12-31,2012-12-31,66.0,61.51,True
2013-01-02,2013-01-02,68.0,63.49,True
2013-01-03,2013-01-03,69.0,63.89,True
2013-01-04,2013-01-04,82.0,88.1,True
2013-01-07,2013-01-07,82.0,88.1,True
2013-01-08,2013-01-08,80.0,83.33,True
2013-01-09,2013-01-09,81.0,85.32,True
2013-01-10,2013-01-10,85.0,92.06,True
2013-01-11,2013-01-11,85.0,92.06,True
2013-01-14,2013-01-14,86.0,93.25,True
2013-01-15,2013-01-15,89.0,96.83,True
2013-01-16,2013-01-16,85.0,91.27,True
2013-01-17,2013-01-17,86.0,93.25,True
2013-01-18,2013-01-18,89.0,97.22,True
2013-01-22,2013-01-22,89.0,97.22,True
2013-01-23,2013-01-23,92.0,98.81,True
2013-01-24,2013-01-24,92.0,98.81,True
2013-01-25,2013-01-25,91.0,96.83,True
2013-01-28,2013-01-28,93.0,100.0,True
2013-01-29,2013-01-29,94.0,100.0,True
2013-01-30,2013-01-30,93.0,99.6,True
2013-01-31,2013-01-31,89.0,94.84,True
2013-02-01,2013-02-01,88.0,93.25,True
2013-02-04,2013-02-04,80.0,83.33,True
2013-02-05,2013-02-05,88.0,93.25,True
2013-02-06,2013-02-06,81.0,85.71,True
2013-02-07,2013-02-07,85.0,90.48,True
2013-02-08,2013-02-08,83.0,88.49,True
2013-02-11,2013-02-11,82.0,87.3,True
2013-02-12,2013-02-12,82.0,87.7,True
2013-02-13,2013-02-13,83.0,89.29,True
2013-02-14,2013-02-14,87.0,92.46,True
2013-02-15,2013-02-15,84.0,89.29,True
2013-02-19,2013-02-19,81.0,85.71,True
2013-02-20,2013-02-20,79.0,82.54,True
2013-02-21,2013-02-21,68.0,63.89,True
2013-02-22,2013-02-22,78.0,80.16,True
2013-02-25,2013-02-25,62.0,54.76,True
2013-02-26,2013-02-26,61.0,53.57,True
2013-02-27,2013-02-27,56.0,48.41,True
2013-02-28,2013-02-28,61.0,54.37,True
2013-03-01,2013-03-01,60.0,52.78,True
2013-03-04,2013-03-04,60.0,53.17,True
2013-03-05,2013-03-05,71.0,71.03,True
2013-03-06,2013-03-06,69.0,66.67,True
2013-03-07,2013-03-07,73.0,73.81,True
2013-03-08,2013-03-08,82.0,87.3,True
2013-03-11,2013-03-11,79.0,82.54,True
2013-03-12,2013-03-12,77.0,78.57,True
2013-03-13,2013-03-13,77.0,78.57,True
2013-03-14,2013-03-14,79.0,82.54,True
2013-03-15,2013-03-15,77.0,78.57,True
2013-03-18,2013-03-18,70.0,67.06,True
2013-03-19,2013-03-19,73.0,73.02,True
2013-03-20,2013-03-20,69.0,65.48,True
2013-03-21,2013-03-21,69.0,65.87,True
2013-03-22,2013-03-22,69.0,66.27,True
2013-03-25,2013-03-25,70.0,68.65,True
2013-03-26,2013-03-26,68.0,64.29,True
2013-03-27,2013-03-27,70.0,69.05,True
2013-03-28,2013-03-28,72.0,72.22,True
2013-04-01,2013-04-01,63.0,59.52,True
2013-04-02,2013-04-02,63.0,59.52,True
2013-04-03,2013-04-03,59.0,52.38,True
2013-04-04,2013-04-04,55.0,46.03,True
2013-04-05,2013-04-05,52.0,42.06,True
2013-04-08,2013-04-08,53.0,43.25,True
2013-04-09,2013-04-09,56.0,50.0,True
2013-04-10,2013-04-10,56.0,50.0,True
2013-04-11,2013-04-11,57.0,50.79,True
2013-04-12,2013-04-12,57.0,50.79,True
2013-04-15,2013-04-15,41.0,25.4,True
2013-04-16,2013-04-16,52.0,41.27,True
2013-04-17,2013-04-17,47.0,33.33,True
2013-04-18,2013-04-18,35.0,15.48,True
2013-04-19,2013-04-19,41.0,24.6,True
2013-04-22,2013-04-22,42.0,26.19,True
2013-04-23,2013-04-23,46.0,31.35,True
2013-04-24,2013-04-24,48.0,34.52,True
2013-04-25,2013-04-25,53.0,42.46,True
2013-04-26,2013-04-26,53.0,42.46,True
2013-04-29,2013-04-29,60.0,55.16,True
2013-04-30,2013-04-30,61.0,56.75,True
2013-05-01,2013-05-01,62.0,57.14,True
2013-05-02,2013-05-02,63.0,59.52,True
2013-05-03,2013-05-03,64.0,60.32,True
2013-05-06,2013-05-06,73.0,73.41,True
2013-05-07,2013-05-07,78.0,80.95,True
